391.48,390.86,387.13,395.33,
400.76,409.28,418.78,427.36,
434.46,441.34,438.2,440.38,
430.64,425.4,430.62,431.18,
430.91,425.41,424.17,419.94,
418.38,425.45,431.4,424.39,
429.73,424.02,433.14,424.96,
428.38,427.19,425.78,431.84,
423.53,425.61,416.91,418.25,
417.45,414.77,415.4,414.06,
420.67,419.21,426.06,421.87,
417.39,425.12,419.57,421.41,
413.53,411.68,420.82,420.71,
418.26,412.64,410.32,409.31,
413.11,405.72,412.13,413.43,
422.61,414.96,415.41,406.66,
411.13,402.03,398.52,396.61,
396.95,403.99,406.29,414.21,
409.97,413.24,416.46,409.92,
410.49,410.42,409.05,415.33,
413.05,416.98,419.45,418.82,
422.22,424.18,417.83,419.57,
417.24,407.47,410.28,411.41,
401.59,407.7,410.81,402.72,
398.68,407.9,398.79,399.0,
392.72,399.57,390.85,390.04,
393.53,393.89,389.5,389.16,
388.99,390.36,391.28,389.49,
385.49,375.77,372.2,364.08,
362.79,353.17,357.47,351.77,
353.93,356.02,359.84,357.37,
351.98,355.52,362.35,355.08,
355.56,351.16,348.96,344.54,
353.28,347.95,348.81,354.88,
360.54,359.06,350.78,360.42,
363.04,356.04,348.93,344.19,
344.69,341.75,333.14,334.65,
325.69,323.63,330.24,321.51,
319.45,317.16,313.51,315.64,
307.91,305.28,313.97,304.68,
295.07,302.05,305.28,314.74,
310.84,315.54,323.87,317.37,
325.7,334.07,326.67,331.14,
335.6,331.15,336.88,332.9,
335.37,325.58,321.98,313.86,
317.4,323.14,316.61,315.51,
309.87,318.17,308.44,316.13,
312.47,305.06,308.79,299.66,
302.88,294.68,299.81,299.65,
309.56,307.34,308.55,299.16,
303.45,305.65,300.75,294.48,
286.9,291.12,284.22,275.02,
277.75,284.17,292.49,300.69,
308.44,300.18,292.76,300.35,
304.71,298.9,300.87,305.52,
305.51,312.98,320.28,314.98,
322.64,324.22,333.0,328.2,
324.12,330.66,327.19,320.93,
314.98,320.05,329.12,336.81,
328.98,326.97,329.44,333.82,
333.71,325.18,323.59,324.6,
319.78,323.32,326.12,327.95,
330.03,320.64,319.97,329.41,
334.42,331.63,334.08,332.5,
338.48,345.04,343.62,352.5,
345.11,335.26,338.44,336.18,
342.16,338.2,344.68,342.42,
344.09,351.82,350.98,345.0,
352.26,359.75,352.18,358.0,
362.3,356.19,354.51,362.55,
370.41,365.98,358.13,356.96,
360.23,350.25,357.71,364.97,
373.54,365.8,372.75,366.34,
364.44,360.79,356.87,361.71,
370.07,370.03,368.93,362.36,
356.11,355.95,347.23,345.96,
345.57,346.23,346.09,352.57,
351.9,342.76,345.64,344.64,
345.15,340.62,341.9,351.11,
353.84,349.28,340.5,349.42,
342.65,340.3,333.48,326.75,
319.74,320.49,316.63,317.11,
326.67,325.27,331.43,330.11,
334.44,332.81,323.8,324.63,
333.18,334.4,327.28,320.69,
323.75,315.96,322.09,331.31,
337.4,333.17,329.58,332.54,
325.6,320.58,317.47,320.68,
320.49,313.27,306.01,296.32,
298.43,307.33,316.42,309.22,
312.65,305.3,295.82,286.87,
295.27,291.41,282.62,287.2,
294.22,295.74,290.05,290.99,
287.35,289.19,296.0,295.96,
294.5,301.19,301.55,304.36,
311.46,315.36,313.79,306.31,
302.58,300.86,308.05,313.67,
310.96,313.54,307.81,300.8,
296.91,296.21,302.03,293.91,
289.88,295.78,291.04,290.33,
285.76,286.79,284.66,293.6,
293.14,283.19,285.73,286.75,
291.99,293.87,302.39,308.22,
304.33,300.09,297.93,302.77,
299.97,290.18,284.93,291.55,
298.44,306.51,315.73,318.65,
318.74,316.54,306.85,304.53,
303.32,300.52,308.89,301.48,
293.84,289.93,289.92,297.4,
299.67,298.41,293.32,301.63,
306.03,304.17,312.06,312.84,
317.58,324.59,327.33,324.21,
327.58,335.76,338.04,345.33,
340.12,333.85,334.11,326.29,
330.55,330.85,338.74,348.37,
351.21,352.69,357.1,357.45,
364.74,360.66,362.54,361.54,
364.3,365.46,369.11,376.84,
374.77,371.68,362.28,362.01,
355.04,351.58,345.82,350.29,
342.96,351.16,351.66,359.72,
365.72,363.14,354.87,364.84,
358.13,356.41,348.38,345.8,
351.3,357.16,364.49,355.21,
352.3,345.29,342.87,343.16,
345.86,346.53,354.29,357.38,
365.83,374.09,382.28,388.91,
384.6,383.29,382.62,379.18,
388.02,378.22,368.69,366.64,
358.82,361.64,354.26,348.81,
345.51,352.11,357.18,367.15,
372.12,380.96,390.68,388.99,
388.73,384.58,387.23,391.51,
382.83,390.79,384.71,385.3,
381.16,381.01,388.49,390.82,
383.66,379.41,387.76,389.4,
386.59,386.01,386.46,382.78,
388.39,395.94,387.97,389.63,
398.27,393.24,383.93,379.53,
387.2,386.59,385.99,387.36,
388.05,385.33,378.54,382.05,
387.76,380.24,379.95,377.83,
381.73,383.8,393.77,400.63,
406.3,407.16,416.48,410.67,
415.21,415.65,419.65,412.77,
416.45,411.89,414.59,420.26,
416.9,426.17,425.19,420.4,
423.86,428.07,434.45,441.43,
446.56,439.98,434.04,425.75,
432.53,429.39,435.43,440.06,
437.15,444.64,440.86,438.78,
432.38,428.86,428.06,420.03,
417.73,420.37,421.6,412.71,
403.63,409.08,404.13,401.35,
391.67,391.19,389.32,390.34,
380.46,390.06,387.16,387.46,
382.93,380.17,372.55,366.83,
361.24,353.48,353.61,360.12,
356.43,359.24,363.47,358.47,
362.25,367.92,367.26,369.72,
369.14,362.58,352.82,343.05,
350.77,342.97,342.05,350.74,
357.16,358.05,352.64,345.9,
338.06,342.15,335.34,334.37,
343.29,340.16,345.29,354.9,
360.22,365.8,369.5,369.06,
362.84,367.26,363.13,368.69,
373.44,375.81,366.26,368.06,
375.35,371.09,379.7,380.68,
379.47,371.89,372.34,376.8,
384.69,385.77,391.35,398.72,
407.22,400.79,410.77,407.16,
414.41,414.46,414.44,419.91,
425.75,425.99,420.3,428.13,
418.34,424.93,432.5,424.49,
419.29,417.02,424.43,415.0,
407.7,397.81,396.96,392.17,
395.99,389.84,388.52,391.1,
389.32,391.23,392.91,396.23,
397.02,389.04,384.25,379.02,
369.36,368.56,376.9,383.73,
381.11,387.74,393.43,390.8,
383.75,389.4,392.6,390.76,
392.46,386.63,378.41,375.14,
375.72,374.75,381.47,381.82,
372.17,372.83,374.94,373.08,
377.28,377.51,382.7,383.94,
388.28,385.86,377.38,380.52,
387.31,386.58,385.53,392.71,
393.64,384.76,382.24,383.4,
382.59,378.26,372.13,369.94,
366.6,363.69,372.48,379.1,
370.71,375.6,374.53,378.25,
387.99,382.2,386.72,382.36,
387.07,393.86,400.26,391.78,
400.18,395.43,393.65,403.13,
398.61,395.98,395.23,403.82,
402.24,395.6,401.07,396.08,
395.6,386.18,390.38,383.8,
386.27,396.24,400.97,406.56,
400.03,404.77,397.67,407.34,
417.03,424.73,415.12,414.94,
405.23,404.66,414.26,417.73,
419.64,410.75,413.67,417.32,
425.73,430.86,436.11,429.35,
422.46,418.58,414.9,410.21,
410.21,409.13,415.94,423.9,
432.2,429.29,435.1,429.94,
423.06,428.79,426.81,429.59,
420.71,429.55,426.0,416.26,
408.61,417.25,426.54,419.05,
413.1,418.99,411.33,419.23,
412.96,418.79,415.48,415.23,
417.41,421.92,413.25,408.07,
400.09,391.59,387.86,390.97,
399.0,396.06,395.3,398.63,
400.01,401.83,397.89,394.68,
395.87,394.34,395.27,399.8,
405.02,409.4,409.04,414.46,
414.76,424.49,421.44,421.16,
426.71,427.89,433.03,431.54,
427.01,425.61,424.38,420.95,
430.68,431.73,428.45,427.57,
420.15,414.57,411.88,406.08,
408.73,406.01,414.85,420.14,
428.5,433.82,428.06,435.9,
439.35,435.38,434.04,437.82,
445.27,443.32,437.68,438.56,
431.42,422.8,429.83,419.87,
417.72,422.58,426.2,419.88,
423.37,425.27,416.23,423.18,
415.3,413.75,411.66,412.61,
411.3,415.16,418.72,427.98,
436.35,437.96,445.56,435.85,
439.17,437.39,429.74,439.18,
432.16,436.36,438.91,442.27,
435.98,432.54,441.95,446.19,
445.84,447.64,439.42,429.71,
426.68,422.09,428.27,425.78,
424.83,423.72,427.94,419.42,
414.47,421.48,416.74,424.17,
419.45,417.48,413.51,415.79,
424.71,423.2,432.83,430.83,
426.55,434.6,432.66,435.31,
444.88,441.81,450.87,449.62,
452.98,452.05,460.86,451.8,
456.91,464.58,461.73,467.85,
462.93,456.86,459.3,459.3,
449.38,450.27,458.15,453.09,
452.57,443.0,450.28,
